Threshold,Max Holding Days,Profit Target,Stop Loss,Initial Capital,Final Portfolio Value,Total Return (%),Buy & Hold Return (%),Strategy Outperformance (%),Annualized Return (%),Volatility (%),Sharpe Ratio,Max Drawdown (%),Number of Trades,Win Rate (%),Avg Profit ($),Avg Loss ($),Profit Factor
0.1,10,0.05,0.05,100,103.75478060743664,3.7547806074366434,3.7589533368075725,-0.004172729370929135,3.7679147024874737,9.216495723723103,0.19182070447197097,-11.909172975611797,43,57.14285714285714,1.6757390482762557,-1.753074363471393,0.9558858900645836
0.1,10,0.05,0.07,100,93.75232920301966,-6.247670796980344,3.7589533368075725,-10.006624133787916,-6.268438782947761,8.960530211748878,-0.9227622236133237,-10.723889503053059,40,55.00000000000001,1.495006851468567,-2.466309759646262,0.6061715669012285
0.1,10,0.05,0.1,100,103.29126083749607,3.2912608374960683,3.7589533368075725,-0.46769249931150403,3.302747871145839,9.87061388345998,0.131982456869155,-9.75847858115294,43,71.42857142857143,1.5818162633949455,-3.30910128594827,0.47801989927354355
0.1,10,0.1,0.03,100,92.99400408469282,-7.005995915307181,3.7589533368075725,-10.764949252114754,-7.029188884676374,8.767204911542786,-1.029882268724969,-12.621792165335657,38,26.31578947368421,2.989482965975854,-1.5349213155130637,1.9476457429849348
0.1,10,0.1,0.05,100,94.22359263973435,-5.776407360265651,3.7589533368075725,-9.535360697073223,-5.795657675406729,10.996285787924904,-0.7089355283915223,-16.24825356290616,38,42.10526315789473,2.3469282726177805,-2.190380686695173,1.0714704922635185
0.1,10,0.1,0.07,100,91.38470106091648,-8.615298939083516,3.7589533368075725,-12.374252275891088,-8.643567368778582,11.178633753654694,-0.9521349033640913,-17.75344150487821,36,44.44444444444444,2.1390737416734624,-2.529913498798518,0.8455126006044595
0.1,10,0.1,0.1,100,92.75758668737328,-7.242413312626724,3.7589533368075725,-11.001366649434296,-7.266357953102975,11.780904202472229,-0.7865574487192949,-17.02912269804912,35,52.94117647058824,2.0489198244143747,-2.9869212374823353,0.6859637939905645
0.1,10,0.15,0.03,100,97.71145754702162,-2.288542452978376,3.7589533368075725,-6.047495789785949,-2.296310527540868,10.438313544689432,-0.411590484338981,-11.844821107378175,36,33.33333333333333,3.2990380218967856,-1.8026381940046303,1.830116566302107
0.1,10,0.15,0.05,100,91.67600829899197,-8.323991701008026,3.7589533368075725,-12.082945037815598,-8.351348585504436,11.610835811668377,-0.8915248439825313,-19.76484978332688,36,38.88888888888889,2.387047946175525,-2.2364831262810756,1.0673221354210776
0.1,10,0.15,0.07,100,95.8677207606659,-4.132279239334096,3.7589533368075725,-7.891232576141668,-4.1461714319727445,11.397551461918214,-0.539253667992506,-17.706789463459813,36,44.44444444444444,2.808206412508353,-2.6161149697996056,1.0734262235896543
0.1,10,0.15,0.1,100,99.57102673765326,-0.4289732623467444,3.7589533368075725,-4.187926599154316,-0.4304432097847255,12.33659798048263,-0.19701081397236567,-15.314423639759342,35,52.94117647058824,2.734282168684965,-2.89445104862461,0.9446634690831085
0.1,10,0.2,0.03,100,89.06611878593314,-10.933881214066858,3.7589533368075725,-14.692834550874432,-10.969289940839644,9.445037228402073,-1.3731327497407662,-19.02800089328801,36,22.22222222222222,2.9136449692951714,-1.5826737166051819,1.8409637682900988
0.1,10,0.2,0.05,100,88.65212291783968,-11.347877082160323,3.7589533368075725,-15.106830418967895,-11.384539027204122,10.94575800798661,-1.2228060420701834,-21.815959746712434,36,33.33333333333333,2.116334946540047,-1.9685148779705166,1.0750921774703215
0.1,10,0.2,0.07,100,94.464339224474,-5.535660775525997,3.7589533368075725,-9.29461411233357,-5.554132646872079,11.725295041188396,-0.6442594937130421,-18.49049708006685,36,44.44444444444444,2.9435006096821907,-2.8649238892544515,1.0274271580904677
0.1,10,0.2,0.1,100,94.00834243651045,-5.991657563489554,3.7589533368075725,-9.750610900297128,-6.011602086703583,12.559013598220508,-0.6379165070606142,-18.118161209766317,36,50.0,2.3253176816178094,-2.94260457891696,0.790224312936281
0.1,10,0.25,0.03,100,97.70885742938718,-2.29114257061282,3.7589533368075725,-6.050095907420393,-2.29891936661194,10.077507129420695,-0.42658559417551745,-14.161614902752778,36,27.77777777777778,4.02362631034517,-1.688487462760577,2.3829767167869753
0.1,10,0.25,0.05,100,104.75683683988841,4.7568368398884076,3.7589533368075725,0.9978835030808354,4.7735559688738105,11.296130364361536,0.24553151206754628,-10.723611103834939,34,47.05882352941176,3.02545204271219,-2.1117112085404006,1.4327016073392727
0.1,10,0.25,0.07,100,102.81508562470648,2.8150856247064837,3.7589533368075725,-0.9438677121010888,2.824888092288891,11.405919888253035,0.07232104910174265,-13.114440367410127,32,43.75,3.5833959374693847,-2.428709243000829,1.475432247724254
0.1,10,0.25,0.1,100,101.84166990151206,1.8416699015120628,3.7589533368075725,-1.9172834352955095,1.8480524005466403,12.538930707332844,-0.012118066763420251,-14.275203367920728,35,52.94117647058824,2.7443116817200224,-2.788720141627703,0.9840756843095196
0.1,15,0.05,0.03,100,89.43342668912571,-10.56657331087429,3.7589533368075725,-14.325526647681864,-10.600864599587156,8.453495579661942,-1.4906099471919365,-15.985852474743087,41,35.0,1.7047556625033253,-1.6907558157375606,1.008280229844815
0.1,15,0.05,0.05,100,100.22198530412508,0.22198530412508433,3.7589533368075725,-3.536968032682488,0.22274846468657294,9.402754689755188,-0.18901392134050238,-11.909172975611797,42,47.61904761904761,1.8830540483351466,-1.6443511518812506,1.1451654022808957
0.1,15,0.05,0.07,100,93.09926492070053,-6.900735079299465,3.7589533368075725,-10.659688416107038,-6.923592713370574,9.01560732047942,-0.9897938537207772,-10.957968477789077,40,50.0,1.6428093273623374,-2.283323842023898,0.7194815282558343
0.1,15,0.05,0.1,100,102.94378743116992,2.9437874311699233,3.7589533368075725,-0.8151659056376492,2.95404445939218,10.104555723063413,0.0944172594560091,-9.75847858115294,41,70.0,1.6147774936112584,-3.1844542998824683,0.5070813839818196
0.1,15,0.1,0.03,100,94.10956739466724,-5.890432605332762,3.7589533368075725,-9.649385942140334,-5.910050877008565,8.506392788953745,-0.9298948535835804,-11.471895659588215,38,26.31578947368421,3.3229382358640054,-1.5739385393165954,2.111224900374335
0.1,15,0.1,0.05,100,94.86838878737453,-5.131611212625472,3.7589533368075725,-8.890564549433044,-5.148771858837231,10.778878878920116,-0.6632203533539874,-15.146081259710305,38,36.84210526315789,2.92451534059414,-2.0950498450473694,1.3959168310518246
0.1,15,0.1,0.07,100,92.77442777837636,-7.225572221623637,3.7589533368075725,-10.98452555843121,-7.249463385740739,11.026368616476617,-0.8388494623623718,-16.671077462779255,33,37.5,3.039991714482559,-2.43410921120268,1.2489134425404502
0.1,15,0.1,0.1,100,93.27659619607962,-6.723403803920376,3.7589533368075725,-10.482357140727949,-6.745695576954103,11.335877543354357,-0.7715058268321939,-15.936966135746369,31,46.666666666666664,2.809371881767194,-3.1608380588441025,0.8888060158306759
0.1,15,0.15,0.03,100,98.89929315164245,-1.1007068483575466,3.7589533368075725,-4.859660185165119,-1.1044657972549832,10.587006694906442,-0.2932335726913808,-11.935561600484549,32,31.25,3.556801870999479,-1.6810007742251236,2.115883541242881
0.1,15,0.15,0.05,100,88.50694557050412,-11.493054429495885,3.7589533368075725,-15.252007766303457,-11.530154269417803,11.155934935643915,-1.212821188674031,-19.84743797821887,32,25.0,3.39018895521408,-2.0564039879138503,1.648600651982448
0.1,15,0.15,0.07,100,87.7202989763534,-12.279701023646595,3.7589533368075725,-16.038654360454167,-12.319159308578541,11.146345261953925,-1.284650616148995,-17.79149607510979,32,25.0,3.9161693513655633,-2.2970989169197638,1.704832701160667
0.1,15,0.15,0.1,100,91.74954795432014,-8.250452045679864,3.7589533368075725,-12.009405382487436,-8.277578308776533,12.106475162985125,-0.848932341611674,-17.94878494361798,29,35.714285714285715,3.1099596328466537,-2.6025676583761794,1.194958226287593
0.1,15,0.2,0.03,100,96.46012037389211,-3.53987962610789,3.7589533368075725,-7.298832962915462,-3.551817325640072,10.580986871826607,-0.5246974968301474,-15.707563251534953,32,25.0,3.7220886162069142,-1.5028355764103185,2.4767104762701426
0.1,15,0.2,0.05,100,91.15239286590139,-8.84760713409861,3.7589533368075725,-12.606560470906182,-8.876600199747543,11.467058336587192,-0.9485083166485939,-18.609848583528517,32,25.0,3.6655977823709676,-1.9269162092309824,1.9023130143442406
0.1,15,0.2,0.07,100,97.37604495481159,-2.62395504518841,3.7589533368075725,-6.382908381995983,-2.6328462059594604,12.198518081005252,-0.37978762462740706,-16.905817409632647,32,43.75,3.0616123420828703,-2.628923566631231,1.164587811126855
0.1,15,0.2,0.1,100,88.77354134526021,-11.226458654739787,3.7589533368075725,-14.985411991547359,-11.262753739462871,13.155734722307837,-1.008134780718371,-18.34437935722073,27,38.46153846153847,2.2048565142538323,-2.576654129635039,0.8557052686641071
0.1,15,0.25,0.03,100,96.09118610105395,-3.90881389894605,3.7589533368075725,-7.667767235753622,-3.921970293803745,10.279406818501277,-0.5761003916242668,-14.308220995791961,32,18.75,5.322803957128363,-1.4982942450600745,3.5525758539604775
0.1,15,0.25,0.05,100,96.80999623644132,-3.1900037635586784,3.7589533368075725,-6.948957100366251,-3.2007812313074147,11.262810633389977,-0.4617658416353964,-13.558163372587224,30,33.33333333333333,3.2124833546027616,-1.8876937725391563,1.7018032274809156
0.1,15,0.25,0.07,100,97.39303047054831,-2.606969529451689,3.7589533368075725,-6.365922866259262,-2.615803911968262,12.130461539670993,-0.3805134616579028,-13.114440367410097,28,42.857142857142854,2.812021078087955,-2.3905040545354934,1.1763297672525252
0.1,15,0.25,0.1,100,89.26280575985763,-10.737194240142372,3.7589533368075725,-14.496147576949944,-10.772005245886252,13.016516627389752,-0.9812152983395732,-17.894344483913173,27,38.46153846153847,2.510685776246324,-2.7056035022102582,0.9279577640239222
0.1,20,0.05,0.03,100,89.43342668912571,-10.56657331087429,3.7589533368075725,-14.325526647681864,-10.600864599587156,8.453495579661942,-1.4906099471919365,-15.985852474743087,41,35.0,1.7047556625033253,-1.6907558157375606,1.008280229844815
0.1,20,0.05,0.05,100,103.57492060891323,3.574920608913232,3.7589533368075725,-0.18403272789434058,3.587414744160222,9.300582176372309,0.17067907299319118,-11.909172975611797,41,55.00000000000001,1.8262461108426526,-1.7737240366491374,1.0296111870326448
0.1,20,0.05,0.07,100,96.41766148085235,-3.582338519147655,3.7589533368075725,-7.341291855955228,-3.594416720450111,9.06679949695846,-0.6170222163098246,-10.723889503053059,40,55.00000000000001,1.6448095442370134,-2.3532325321731484,0.6989575070671299
0.1,20,0.05,0.1,100,100.75707031354305,0.7570703135430534,3.7589533368075725,-3.001883023264519,0.7596799932388709,10.067571336970127,-0.12319952501418362,-9.75847858115294,42,66.66666666666666,1.725649046801747,-3.2679517855946685,0.5280521745787418
0.1,20,0.1,0.03,100,94.10956739466724,-5.890432605332762,3.7589533368075725,-9.649385942140334,-5.910050877008565,8.506392788953745,-0.9298948535835804,-11.471895659588215,38,26.31578947368421,3.3229382358640054,-1.5739385393165954,2.111224900374335
0.1,20,0.1,0.05,100,95.18860919494315,-4.8113908050568455,3.7589533368075725,-8.570344141864418,-4.827508056680396,10.860236297145837,-0.628670304206431,-15.146081259710305,36,38.88888888888889,2.92451534059414,-2.258602143842132,1.2948342179553658
0.1,20,0.1,0.07,100,92.85992481091955,-7.140075189080449,3.7589533368075725,-10.89902852588802,-7.163694707782497,11.00381207788295,-0.8327745551199494,-16.671077462779255,34,41.17647058823529,2.733657126976756,-2.5865001495072533,1.0568942466512274
0.1,20,0.1,0.1,100,94.25636330606139,-5.743636693938612,3.7589533368075725,-9.502590030746184,-5.762781171010179,11.3609269052022,-0.683287660926291,-15.936966135746369,31,53.333333333333336,2.5707625920969495,-3.5115112001815882,0.7320957973774964
0.1,20,0.15,0.03,100,95.94553189095151,-4.054468109048486,3.7589533368075725,-7.813421445856059,-4.0681042987010585,10.318860966816498,-0.5880595075575621,-11.935561600484549,32,25.0,4.20183136238918,-1.7056865835296768,2.4634252288565732
0.1,20,0.15,0.05,100,86.63394366671115,-13.366056333288853,3.7589533368075725,-17.125009670096425,-13.408731626913273,11.20463913219878,-1.3752099862487484,-19.84743797821887,30,20.0,4.039445893376228,-2.0941749185856957,1.9288961287456703
0.1,20,0.15,0.07,100,91.25837037110523,-8.74162962889477,3.7589533368075725,-12.500582965702343,-8.770292372946964,11.377543634029493,-0.9466272087705927,-17.79149607510979,29,28.57142857142857,3.9161693513655633,-2.418676637245149,1.6191372137393467
0.1,20,0.15,0.1,100,90.65822070888268,-9.34177929111732,3.7589533368075725,-13.100732627924891,-9.37230703144849,12.157865854000447,-0.9353867831751512,-18.309530056905455,25,33.33333333333333,3.8292158480655214,-3.061501009867598,1.250764195642426
0.1,20,0.2,0.03,100,93.38173832878422,-6.618261671215777,3.7589533368075725,-10.377215008023349,-6.640217388918024,10.2251288552901,-0.8449983869345469,-15.44665628196579,32,18.75,5.226622063038691,-1.6849502078795286,3.1019445195453432
0.1,20,0.2,0.05,100,89.70925284726515,-10.290747152734852,3.7589533368075725,-14.049700489542424,-10.324195895301614,11.409107079451367,-1.0802068741644462,-18.357924940340748,30,20.0,5.140246237646562,-2.112321980945509,2.4334577228352785
0.1,20,0.2,0.07,100,91.52631097008991,-8.47368902991009,3.7589533368075725,-12.232642366717664,-8.501514739315464,11.559512563096822,-0.908473837628849,-18.65613191439617,30,26.666666666666668,5.1916852923075085,-2.625356373387434,1.9775164030812329
0.1,20,0.2,0.1,100,90.13145475317782,-9.86854524682218,3.7589533368075725,-13.627498583629752,-9.900698664941377,12.80168343840537,-0.9296198208775405,-20.462132651568833,23,36.36363636363637,3.7773143925916233,-3.4154082876127094,1.1059627647714931
0.1,20,0.25,0.03,100,97.71489622749382,-2.285103772506176,3.7589533368075725,-6.044057109313748,-2.292860312519085,10.41781993174095,-0.412068968425882,-14.16161490275277,32,18.75,6.773413750975247,-1.7076169080496726,3.9665885943419203
0.1,20,0.25,0.05,100,109.28228376680678,9.282283766806785,3.7589533368075725,5.523330429999212,9.315600466733365,11.784323639005088,0.6207908651218099,-7.075452171020569,26,46.15384615384615,4.119145949942092,-2.1558279063947667,1.9107025833201223
0.1,20,0.25,0.07,100,99.95440222657166,-0.045597773428340815,3.7589533368075725,-3.8045511102359133,-0.04575432336090257,11.810809013724555,-0.17321034663956278,-13.114440367410113,26,30.76923076923077,5.927686369007681,-2.602785709816297,2.2774392631140015
0.1,20,0.25,0.1,100,99.0587835179202,-0.9412164820797955,3.7589533368075725,-4.7001698188873675,-0.9444333703572005,13.098700730809112,-0.22478820081992373,-18.22535722097481,23,36.36363636363637,6.135411401418396,-3.474807179195809,1.7656839890719758
0.1,25,0.05,0.03,100,89.43342668912571,-10.56657331087429,3.7589533368075725,-14.325526647681864,-10.600864599587156,8.453495579661942,-1.4906099471919365,-15.985852474743087,41,35.0,1.7047556625033253,-1.6907558157375606,1.008280229844815
0.1,25,0.05,0.05,100,103.57492060891323,3.574920608913232,3.7589533368075725,-0.18403272789434058,3.587414744160222,9.300582176372309,0.17067907299319118,-11.909172975611797,41,55.00000000000001,1.8262461108426526,-1.7737240366491374,1.0296111870326448
0.1,25,0.05,0.07,100,93.5945277198655,-6.405472280134504,3.7589533368075725,-10.164425616942077,-6.42674663284647,9.045624279360748,-0.9315826495329503,-10.723889503053059,38,52.63157894736842,1.6428093273623374,-2.484690782469421,0.6611725446695722
0.1,25,0.05,0.1,100,99.6324551713287,-0.36754482867129923,3.7589533368075725,-4.126498165478871,-0.36880467150819385,10.167722670781218,-0.2329729820734962,-9.75847858115294,39,68.42105263157895,1.723302297222472,-3.4599593214907007,0.4980701034600599
0.1,25,0.1,0.03,100,94.10956739466724,-5.890432605332762,3.7589533368075725,-9.649385942140334,-5.910050877008565,8.506392788953745,-0.9298948535835804,-11.471895659588215,38,26.31578947368421,3.3229382358640054,-1.5739385393165954,2.111224900374335
0.1,25,0.1,0.05,100,95.18860919494315,-4.8113908050568455,3.7589533368075725,-8.570344141864418,-4.827508056680396,10.860236297145837,-0.628670304206431,-15.146081259710305,36,38.88888888888889,2.92451534059414,-2.258602143842132,1.2948342179553658
0.1,25,0.1,0.07,100,95.00723684773158,-4.992763152268424,3.7589533368075725,-8.751716489075996,-5.009471837527002,10.990932150408899,-0.6377504420556566,-16.671077462779255,33,43.75,2.7263381022673925,-2.626529730797713,1.0380000920223227
0.1,25,0.1,0.1,100,95.5214909901786,-4.478509009821394,3.7589533368075725,-8.237462346628966,-4.493537677200687,11.300927768955917,-0.5746021751451846,-15.936966135746369,31,53.333333333333336,2.564323781180801,-3.5115112001815882,0.7302621677664574
0.1,25,0.15,0.03,100,95.94553189095151,-4.054468109048486,3.7589533368075725,-7.813421445856059,-4.0681042987010585,10.318860966816498,-0.5880595075575621,-11.935561600484549,32,25.0,4.20183136238918,-1.7056865835296768,2.4634252288565732
0.1,25,0.15,0.05,100,86.63394366671115,-13.366056333288853,3.7589533368075725,-17.125009670096425,-13.408731626913273,11.20463913219878,-1.3752099862487484,-19.84743797821887,30,20.0,4.039445893376228,-2.0941749185856957,1.9288961287456703
0.1,25,0.15,0.07,100,88.18694713787886,-11.81305286212114,3.7589533368075725,-15.572006198928712,-11.85111500707865,11.171736878457375,-1.2398354130402014,-17.79149607510979,30,26.666666666666668,3.9161693513655633,-2.465579970359848,1.5883359689988088
0.1,25,0.15,0.1,100,88.4078849934096,-11.592115006590404,3.7589533368075725,-15.351068343397978,-11.629513169802518,12.099521395087217,-1.1264506028590953,-18.309530056905455,25,33.33333333333333,3.8292158480655214,-3.15826016820276,1.2124447145355273
0.1,25,0.2,0.03,100,93.38173832878422,-6.618261671215777,3.7589533368075725,-10.377215008023349,-6.640217388918024,10.2251288552901,-0.8449983869345469,-15.44665628196579,32,18.75,5.226622063038691,-1.6849502078795286,3.1019445195453432
0.1,25,0.2,0.05,100,89.70925284726515,-10.290747152734852,3.7589533368075725,-14.049700489542424,-10.324195895301614,11.409107079451367,-1.0802068741644462,-18.357924940340748,30,20.0,5.140246237646562,-2.112321980945509,2.4334577228352785
0.1,25,0.2,0.07,100,91.52631097008991,-8.47368902991009,3.7589533368075725,-12.232642366717664,-8.501514739315464,11.559512563096822,-0.908473837628849,-18.65613191439617,30,26.666666666666668,5.1916852923075085,-2.625356373387434,1.9775164030812329
0.1,25,0.2,0.1,100,89.05887575942747,-10.941124240572535,3.7589533368075725,-14.700077577380108,-10.976554949967898,12.852581277072892,-1.009645819016617,-20.462132651568833,21,40.0,2.92582730747946,-3.7531118750194605,0.7795736990825218
0.1,25,0.25,0.03,100,97.71489622749382,-2.285103772506176,3.7589533368075725,-6.044057109313748,-2.292860312519085,10.41781993174095,-0.412068968425882,-14.16161490275277,32,18.75,6.773413750975247,-1.7076169080496726,3.9665885943419203
0.1,25,0.25,0.05,100,100.82555896280014,0.8255589628001445,3.7589533368075725,-2.933394374007428,0.8284056972236886,11.637019799331279,-0.10067820825084761,-12.395896211652476,26,23.076923076923077,7.208757919883801,-2.046671458371045,3.52218617717046
0.1,25,0.25,0.07,100,98.81428976044984,-1.1857102395501613,3.7589533368075725,-4.944663576357733,-1.189757727898899,12.098004753376832,-0.2636598177074252,-13.114440367410113,26,30.76923076923077,5.660811944285475,-2.6109493039544183,2.168104886491623
0.1,25,0.25,0.1,100,88.16747633217196,-11.832523667828042,3.7589533368075725,-15.591477004635616,-11.870644236807815,12.76844513398244,-1.086322108233205,-19.99456907266884,23,27.27272727272727,4.725713593950195,-3.229577445385593,1.4632606506161587
0.1,30,0.05,0.03,100,89.43342668912571,-10.56657331087429,3.7589533368075725,-14.325526647681864,-10.600864599587156,8.453495579661942,-1.4906099471919365,-15.985852474743087,41,35.0,1.7047556625033253,-1.6907558157375606,1.008280229844815
0.1,30,0.05,0.05,100,103.57492060891323,3.574920608913232,3.7589533368075725,-0.18403272789434058,3.587414744160222,9.300582176372309,0.17067907299319118,-11.909172975611797,41,55.00000000000001,1.8262461108426526,-1.7737240366491374,1.0296111870326448
0.1,30,0.05,0.07,100,93.5945277198655,-6.405472280134504,3.7589533368075725,-10.164425616942077,-6.42674663284647,9.045624279360748,-0.9315826495329503,-10.723889503053059,38,52.63157894736842,1.6428093273623374,-2.484690782469421,0.6611725446695722
0.1,30,0.05,0.1,100,101.39468777269141,1.3946877726914124,3.7589533368075725,-2.36426556411616,1.3995105818930487,10.224131352443088,-0.05873256097824512,-9.75847858115294,39,68.42105263157895,1.723302297222472,-3.17032098407327,0.5435734444177166
0.1,30,0.1,0.03,100,94.10956739466724,-5.890432605332762,3.7589533368075725,-9.649385942140334,-5.910050877008565,8.506392788953745,-0.9298948535835804,-11.471895659588215,38,26.31578947368421,3.3229382358640054,-1.5739385393165954,2.111224900374335
0.1,30,0.1,0.05,100,95.18860919494315,-4.8113908050568455,3.7589533368075725,-8.570344141864418,-4.827508056680396,10.860236297145837,-0.628670304206431,-15.146081259710305,36,38.88888888888889,2.92451534059414,-2.258602143842132,1.2948342179553658
0.1,30,0.1,0.07,100,92.760546366884,-7.239453633116,3.7589533368075725,-10.998406969923572,-7.2633888763366405,11.0678724926189,-0.8369620161882367,-16.671077462779255,32,37.5,3.039991714482559,-2.509250782121936,1.2115137060600234
0.1,30,0.1,0.1,100,93.2626396474335,-6.737360352566498,3.7589533368075725,-10.49631368937407,-6.759696702841611,11.376254401832508,-0.7699983134546097,-15.936966135746369,30,46.666666666666664,2.809371881767194,-3.2552734293445518,0.8630217838053807
0.1,30,0.15,0.03,100,95.94553189095151,-4.054468109048486,3.7589533368075725,-7.813421445856059,-4.0681042987010585,10.318860966816498,-0.5880595075575621,-11.935561600484549,32,25.0,4.20183136238918,-1.7056865835296768,2.4634252288565732
0.1,30,0.15,0.05,100,86.63394366671115,-13.366056333288853,3.7589533368075725,-17.125009670096425,-13.408731626913273,11.20463913219878,-1.3752099862487484,-19.84743797821887,30,20.0,4.039445893376228,-2.0941749185856957,1.9288961287456703
0.1,30,0.15,0.07,100,88.18694713787886,-11.81305286212114,3.7589533368075725,-15.572006198928712,-11.85111500707865,11.171736878457375,-1.2398354130402014,-17.79149607510979,30,26.666666666666668,3.9161693513655633,-2.465579970359848,1.5883359689988088
