Date,Tweet_Count,Avg_Sentiment_Score,Positive_Count,Negative_Count,Neutral_Count,Positive_Ratio,Negative_Ratio
2022-08-30,85,0.2823529411764706,37,13,35,0.43529411764705883,0.15294117647058825
2022-08-31,64,0.5625,41,5,18,0.640625,0.078125
2022-09-01,78,0.2692307692307692,35,14,29,0.44871794871794873,0.1794871794871795
2022-09-02,96,0.3125,45,15,36,0.46875,0.15625
2022-09-03,49,0.3877551020408163,28,9,12,0.5714285714285714,0.1836734693877551
2022-09-04,42,0.3333333333333333,15,1,26,0.35714285714285715,0.023809523809523808
2022-09-05,35,0.42857142857142855,20,5,10,0.5714285714285714,0.14285714285714285
2022-09-06,82,0.2804878048780488,41,18,23,0.5,0.21951219512195122
2022-09-07,89,0.2696629213483146,42,18,29,0.47191011235955055,0.20224719101123595
2022-09-08,91,0.37362637362637363,49,15,27,0.5384615384615384,0.16483516483516483
2022-09-09,99,0.47474747474747475,55,8,36,0.5555555555555556,0.08080808080808081
2022-09-10,37,0.2972972972972973,17,6,14,0.4594594594594595,0.16216216216216217
2022-09-11,54,0.3333333333333333,29,11,14,0.5370370370370371,0.2037037037037037
2022-09-12,70,0.38571428571428573,31,4,35,0.44285714285714284,0.05714285714285714
2022-09-13,73,0.4246575342465753,42,11,20,0.5753424657534246,0.1506849315068493
2022-09-14,108,0.2037037037037037,48,26,34,0.4444444444444444,0.24074074074074073
2022-09-15,94,0.3404255319148936,46,14,34,0.48936170212765956,0.14893617021276595
2022-09-16,99,0.2828282828282828,42,14,43,0.42424242424242425,0.1414141414141414
2022-09-17,52,0.28846153846153844,25,10,17,0.4807692307692308,0.19230769230769232
2022-09-18,53,0.3018867924528302,22,6,25,0.41509433962264153,0.11320754716981132
2022-09-19,87,0.28735632183908044,43,18,26,0.4942528735632184,0.20689655172413793
2022-09-20,81,0.14814814814814814,35,23,23,0.43209876543209874,0.2839506172839506
2022-09-21,54,0.12962962962962962,17,10,27,0.3148148148148148,0.18518518518518517
2022-09-22,83,0.21686746987951808,38,20,25,0.4578313253012048,0.24096385542168675
2022-09-23,86,0.10465116279069768,29,20,37,0.3372093023255814,0.23255813953488372
2022-09-24,41,0.0975609756097561,14,10,17,0.34146341463414637,0.24390243902439024
2022-09-25,36,0.1388888888888889,11,6,19,0.3055555555555556,0.16666666666666666
2022-09-26,72,0.19444444444444445,30,16,26,0.4166666666666667,0.2222222222222222
2022-09-27,85,0.27058823529411763,44,21,20,0.5176470588235295,0.24705882352941178
2022-09-28,75,0.2,33,18,24,0.44,0.24
2022-09-29,112,0.1875,45,24,43,0.4017857142857143,0.21428571428571427
