Date,Tweet_Count,Avg_Sentiment_Score,Positive_Count,Negative_Count,Neutral_Count,Positive_Ratio,Negative_Ratio
2022-07-18,62,0.14516129032258066,18,9,35,0.2903225806451613,0.14516129032258066
2022-07-19,91,0.12087912087912088,25,14,52,0.27472527472527475,0.15384615384615385
2022-07-20,269,0.10037174721189591,86,59,124,0.31970260223048325,0.21933085501858737
2022-07-21,199,0.3065326633165829,96,35,68,0.4824120603015075,0.17587939698492464
2022-07-22,82,0.25609756097560976,36,15,31,0.43902439024390244,0.18292682926829268
2022-07-23,48,0.20833333333333334,18,8,22,0.375,0.16666666666666666
2022-07-24,42,0.19047619047619047,16,8,18,0.38095238095238093,0.19047619047619047
2022-07-25,84,0.20238095238095238,30,13,41,0.35714285714285715,0.15476190476190477
2022-07-26,76,0.05263157894736842,26,22,28,0.34210526315789475,0.2894736842105263
2022-07-27,63,0.20634920634920634,21,8,34,0.3333333333333333,0.12698412698412698
2022-07-28,91,0.24175824175824176,36,14,41,0.3956043956043956,0.15384615384615385
2022-07-29,106,0.3584905660377358,54,16,36,0.5094339622641509,0.1509433962264151
2022-07-30,45,0.2,17,8,20,0.37777777777777777,0.17777777777777778
2022-07-31,41,0.2926829268292683,20,8,13,0.4878048780487805,0.1951219512195122
2022-08-01,93,0.24731182795698925,40,17,36,0.43010752688172044,0.1827956989247312
2022-08-02,87,0.3372093023255814,43,14,29,0.4942528735632184,0.16091954022988506
2022-08-03,91,0.25274725274725274,32,9,50,0.3516483516483517,0.0989010989010989
2022-08-04,167,0.2754491017964072,70,24,73,0.41916167664670656,0.1437125748502994
2022-08-05,147,0.061224489795918366,50,41,56,0.3401360544217687,0.2789115646258503
2022-08-06,68,0.22058823529411764,31,16,21,0.45588235294117646,0.23529411764705882
2022-08-07,48,0.3958333333333333,22,3,23,0.4583333333333333,0.0625
2022-08-08,99,0.24242424242424243,43,19,37,0.43434343434343436,0.1919191919191919
2022-08-09,106,0.12264150943396226,44,31,31,0.41509433962264153,0.29245283018867924
2022-08-10,209,0.07177033492822966,64,49,96,0.3062200956937799,0.23444976076555024
2022-08-11,95,-0.05263157894736842,26,31,38,0.2736842105263158,0.3263157894736842
2022-08-12,99,0.42424242424242425,51,9,39,0.5151515151515151,0.09090909090909091
2022-08-13,59,0.2542372881355932,24,9,26,0.4067796610169492,0.15254237288135594
2022-08-14,56,0.25,26,12,18,0.4642857142857143,0.21428571428571427
2022-08-15,126,0.30952380952380953,63,24,39,0.5,0.19047619047619047
2022-08-16,97,0.28865979381443296,42,14,41,0.4329896907216495,0.14432989690721648
2022-08-17,115,0.21739130434782608,51,26,38,0.4434782608695652,0.22608695652173913
2022-08-18,92,0.25,38,15,39,0.41304347826086957,0.16304347826086957
2022-08-19,68,0.38235294117647056,39,13,16,0.5735294117647058,0.19117647058823528
2022-08-20,45,0.4444444444444444,27,7,11,0.6,0.15555555555555556
2022-08-21,65,0.35384615384615387,33,10,22,0.5076923076923077,0.15384615384615385
2022-08-22,100,0.45,60,15,25,0.6,0.15
2022-08-23,100,0.1,34,24,42,0.34,0.24
2022-08-24,112,0.16071428571428573,39,21,52,0.3482142857142857,0.1875
2022-08-25,142,0.23943661971830985,60,26,56,0.4225352112676056,0.18309859154929578
2022-08-26,77,0.24675324675324675,32,13,32,0.4155844155844156,0.16883116883116883
2022-08-27,65,-0.16923076923076924,17,28,20,0.26153846153846155,0.4307692307692308
2022-08-28,66,-0.045454545454545456,14,17,35,0.21212121212121213,0.25757575757575757
2022-08-29,87,0.3218390804597701,43,15,29,0.4942528735632184,0.1724137931034483
